Video,Duration,Category
010421_MVI_0114_short_22_4008.MP4,7.413793103448276,Good
040621_pm_MVI_0188_short_21_4008.MP4,8.620689655172415,Good
070521_am_MVI_0006_short_37_4008.MP4,7.448275862068965,Good
090421_pm_MVI_0126_short_16_4008.MP4,6.9655172413793105,Good
110621_am_MVI_0192_short_13_4008.MP4,7.206896551724138,Good
130521_am_MVI_0163_short_40_4008.MP4,8.620689655172415,Good
160421_pm_MVI_0139_short_18_4008.MP4,7.793103448275862,Good
210521_pm_MVI_0174_short_19_4008.MP4,8.10344827586207,Good
230421_am_MVI_0142_short_4_4008.MP4,8.310344827586206,Good
280521_pm_MVI_0180_short_21_4008.MP4,9.413793103448276,Good
300321_MVI_0111_short_31_4008.MP4,7.275862068965517,Good
300421_pm_MVI_0155_short_22_4008.MP4,7.896551724137931,Good
040621_am_MVI_0184_short_25_4008.MP4,10.689655172413794,Good
070521_pm_MVI_0159_short_21_4008.MP4,7.896551724137931,Good
090421_am_MVI_0117_short_3_4008.MP4,6.862068965517241,Good
110621_pm_MVI_0197_short_13_4008.MP4,8.137931034482758,Good
130521_pm_MVI_0165_short_15_4008.MP4,9.206896551724139,Good
160421_am_MVI_0132_short_21_4008.MP4,7.931034482758621,Good
210521_am_MVI_0171_short_7_4008.MP4,10.03448275862069,Good
230421_pm_MVI_0148_short_34_4008.MP4,7.724137931034483,Good
280521_am_MVI_0176_short_17_4008.MP4,9.379310344827585,Good
300421_am_MVI_0151_short_13_4008.MP4,7.724137931034483,Good
010421_MVI_0116_short_38_4026.MP4,8.517241379310345,Good
160421_pm_MVI_0139_short_26_4026.MP4,8.310344827586206,Good
300321_MVI_0111_short_32_4026.MP4,9.413793103448276,Good
090421_am_MVI_0117_short_11.mp4,5.793103448275862,Good
160421_am_MVI_0131_short_5_4026.MP4,7.793103448275862,Good
040621_am_MVI_0184_short_23_4035.MP4,8.10344827586207,Good
110621_am_MVI_0194_short_37_4035.MP4,7.896551724137931,Good
280521_pm_MVI_0181_short_35_4035.MP4,9.655172413793103,Good
040621_pm_MVI_0188_short_30_4035.MP4,7.517241379310345,Good
010421_MVI_0116_short_39_4044.MP4,8.482758620689655,Good
090421_pm_MVI_0128_short_33_4044.MP4,11.413793103448276,Good
230421_pm_MVI_0150_short_49_4044.MP4,9.448275862068966,Good
300421_pm_MVI_0156_short_36_4044.MP4,9.206896551724139,Good
300421_am_MVI_0153_short_37_4044.MP4,8.620689655172415,Good
300321_MVI_0113_short_49_4057.MP4,12.724137931034482,Good
010421_MVI_0114_short_11_4080.MP4,8.551724137931034,Good
010421_MVI_0114_short_21_5035.MP4,7.793103448275862,Good
010421_MVI_0116_short_40_5064.MP4,7.137931034482759,Good
040621_pm_MVI_0186_short_0_5064.MP4,8.172413793103448,Good
110621_am_MVI_0193_short_26_5064.MP4,9.827586206896552,Good
130521_pm_MVI_0169_short_39.mp4,5.448275862068965,Good
160421_am_MVI_0133_short_24.mp4,4.655172413793103,Good
210521_pm_MVI_0175_short_35_5064.MP4,8.379310344827585,Good
230421_pm_MVI_0150_short_44_5064.MP4,7.551724137931035,Good
280521_pm_MVI_0181_short_33_5064.MP4,10.172413793103448,Good
300321_MVI_0113_short_45_5064.MP4,7.655172413793103,Good
300421_pm_MVI_0157_short_42_5064.MP4,8.482758620689655,Good
040621_am_MVI_0183_short_0_5064.MP4,12.241379310344827,Good
110621_pm_MVI_0198_short_20_5064.MP4,8.206896551724139,Good
300421_am_MVI_0153_short_30.mp4,5.379310344827586,Good
040621_pm_MVI_0190_short_50_5087.MP4,10.482758620689655,Good
110621_pm_MVI_0200_short_41_5087.MP4,9.310344827586206,Good
280521_pm_MVI_0180_short_27_5087.MP4,9.655172413793103,Good
040621_am_MVI_0185_short_41_5087.MP4,6.413793103448276,Good
010421_MVI_0114_short_10_5100.MP4,7.827586206896552,Good
070521_am_MVI_0006_short_43_5100.MP4,8.344827586206897,Good
090421_am_MVI_0121_short_46_5100.MP4,7.517241379310345,Good
160421_pm_MVI_0139_short_23_5100.MP4,8.172413793103448,Good
230421_am_MVI_0146_short_39_5100.MP4,9.275862068965518,Good
300421_am_MVI_0153_short_44_5100.MP4,7.0344827586206895,Good
070521_pm_MVI_0160_short_36_5100.MP4,7.655172413793103,Good
090421_pm_MVI_0126_short_20_5100.MP4,7.068965517241379,Good
230421_pm_MVI_0148_short_37_5100.MP4,9.758620689655173,Good
300421_pm_MVI_0157_short_45_5100.MP4,6.379310344827586,Good
010421_MVI_0114_short_23_5118.MP4,6.482758620689655,Good
040621_am_MVI_0184_short_18_5118.MP4,8.275862068965518,Good
070521_pm_MVI_0159_short_22_5118.MP4,8.379310344827585,Good
110621_am_MVI_0195_short_54_5118.MP4,8.482758620689655,Good
130521_am_MVI_0162_short_31__5118.MP4,9.310344827586206,Good
160421_am_MVI_0131_short_9_5118.MP4,8.206896551724139,Good
210521_am_MVI_0173_short_41_5118.MP4,8.793103448275861,Good
230421_am_MVI_0146_short_44_5118.MP4,8.275862068965518,Good
280521_am_MVI_0178_short_39_5118.MP4,8.413793103448276,Good
300321_MVI_0111_short_24_5118.MP4,8.89655172413793,Good
300421_pm_MVI_0156_short_33.mp4,5.413793103448276,Good
040621_pm_MVI_0187_short_16_5118.MP4,7.896551724137931,Good
110621_pm_MVI_0200_short_38_5118.MP4,9.862068965517242,Good
130521_pm_MVI_0168_short_29_5118.MP4,10.689655172413794,Good
160421_pm_MVI_0140_short_30_5118.MP4,8.620689655172415,Good
210521_pm_MVI_0174_short_27_5118.MP4,8.931034482758621,Good
280521_pm_MVI_0180_short_30_5118.MP4,9.551724137931034,Good
070521_am_MVI_0005_short_32_5120.MP4,8.793103448275861,Good
160421_pm_MVI_0139_short_22_5120.MP4,10.0,Good
230421_am_MVI_0144_short_34_5120.MP4,9.655172413793103,Good
300421_pm_MVI_0155_short_20_5120.MP4,8.172413793103448,Good
070521_pm_MVI_0159_short_31_5120.MP4,10.03448275862069,Good
090421_pm_MVI_0126_short_21_5120.MP4,8.89655172413793,Good
230421_pm_MVI_0149_short_40_5120.MP4,9.275862068965518,Good
300421_am_MVI_0153_short_39_5120.MP4,10.0,Good
070521_am_MVI_0002_short_4_6017.MP4,5.758620689655173,Good
090421_am_MVI_0121_short_48_6017.MP4,6.655172413793103,Good
130521_am_MVI_0161_short_6_6017.MP4,8.137931034482758,Good
160421_pm_MVI_0138_short_5_6017.MP4,7.517241379310345,Good
210521_pm_MVI_0174_short_11_6017.MP4,7.344827586206897,Good
230421_pm_MVI_0147_short_16_6017.MP4,7.862068965517241,Good
300421_pm_MVI_0154_short_8_6017.MP4,6.724137931034483,Good
070521_pm_MVI_0159_short_10_6017 _6017.MP4,5.241379310344827,Good
090421_pm_MVI_0127_short_29_6017.MP4,7.551724137931035,Good
130521_pm_MVI_0169_short_37_6017.MP4,9.413793103448276,Good
210521_am_MVI_0171_short_22_6017.MP4,6.275862068965517,Good
230421_am_MVI_0142_short_0.mp4,6.655172413793103,Good
040621_pm_MVI_0190_short_48_6025.MP4,11.586206896551724,Good
070521_pm_MVI_0159_short_0_6025.MP4,7.620689655172414,Good
090421_pm_MVI_0126_short_12_6025.MP4,7.379310344827586,Good
110621_am_MVI_0193_short_32_6025.MP4,7.862068965517241,Good
130521_pm_MVI_0167_short_23_6025.mp4,7.827586206896552,Good
160421_am_MVI_0133_short_28_6025.MP4,6.689655172413793,Good
210521_pm_MVI_0174_short_3_6025.MP4,8.724137931034482,Good
230421_am_MVI_0143_short_22_6025.MP4,7.344827586206897,Good
280521_am_MVI_0177_short_23_6025.MP4,8.758620689655173,Good
300421_am_MVI_0151_short_10_6025.MP4,8.620689655172415,Good
040621_am_MVI_0185_short_46_6025.MP4,10.793103448275861,Good
110621_pm_MVI_0198_short_25_6025.MP4,8.931034482758621,Good
160421_pm_MVI_0141_short_44_6025.MP4,9.068965517241379,Good
230421_pm_MVI_0148_short_32_6025.MP4,7.724137931034483,Good
280521_pm_MVI_0179_short_0_6025.MP4,8.96551724137931,Good
300421_pm_MVI_0154_short_1_6025.MP4,8.172413793103448,Good
070521_pm_MVI_0159_short_7_6029.MP4,8.96551724137931,Good
